simulation_id,probability,payoutMultiplier
0,0.0001,162
1,0.0001,154
2,0.0001,16
3,0.0001,3294
4,0.0001,1123
5,0.0001,109
6,0.0001,293
7,0.0001,93
8,0.0001,1259
9,0.0001,894
10,0.0001,1003
11,0.0001,94
12,0.0001,868
13,0.0001,879
14,0.0001,170
15,0.0001,47
16,0.0001,777
17,0.0001,347
18,0.0001,257
19,0.0001,78
20,0.0001,170
21,0.0001,62
22,0.0001,347
23,0.0001,820
24,0.0001,1710
25,0.0001,371
26,0.0001,101
27,0.0001,139
28,0.0001,3889
29,0.0001,744
30,0.0001,958
31,0.0001,354
32,0.0001,1842
33,0.0001,0
34,0.0001,155
35,0.0001,992
36,0.0001,740
37,0.0001,16
38,0.0001,16
39,0.0001,154
40,0.0001,3417
41,0.0001,892
42,0.0001,863
43,0.0001,876
44,0.0001,1926
45,0.0001,1598
46,0.0001,31
47,0.0001,674
48,0.0001,2719
49,0.0001,1077
50,0.0001,281
51,0.0001,1512
52,0.0001,1744
53,0.0001,129
54,0.0001,863
55,0.0001,612
56,0.0001,16
57,0.0001,1566
58,0.0001,1613
59,0.0001,209
60,0.0001,785
61,0.0001,203
62,0.0001,2389
63,0.0001,2326
64,0.0001,1554
65,0.0001,1587
66,0.0001,1228
67,0.0001,123
68,0.0001,1053
69,0.0001,974
70,0.0001,735
71,0.0001,62
72,0.0001,89
73,0.0001,325
74,0.0001,62
75,0.0001,3025
76,0.0001,951
77,0.0001,5047
78,0.0001,262
79,0.0001,110
80,0.0001,799
81,0.0001,3453
82,0.0001,224
83,0.0001,23
84,0.0001,93
85,0.0001,162
86,0.0001,779
87,0.0001,123
88,0.0001,46
89,0.0001,78
90,0.0001,2532
91,0.0001,1196
92,0.0001,222
93,0.0001,0
94,0.0001,110
95,0.0001,2446
96,0.0001,984
97,0.0001,174
98,0.0001,78
99,0.0001,1292
100,0.0001,32
101,0.0001,241
102,0.0001,1508
103,0.0001,31
104,0.0001,1523
105,0.0001,1660
106,0.0001,635
107,0.0001,193
108,0.0001,243
109,0.0001,1636
110,0.0001,108
111,0.0001,292
112,0.0001,0
113,0.0001,1598
114,0.0001,178
115,0.0001,1504
116,0.0001,193
117,0.0001,3233
118,0.0001,140
119,0.0001,1645
120,0.0001,82
121,0.0001,185
122,0.0001,835
123,0.0001,191
124,0.0001,54
125,0.0001,185
126,0.0001,1647
127,0.0001,2986
128,0.0001,23
129,0.0001,2233
130,0.0001,46
131,0.0001,1077
132,0.0001,828
133,0.0001,1734
134,0.0001,155
135,0.0001,31
136,0.0001,1393
137,0.0001,183
138,0.0001,225
139,0.0001,175
140,0.0001,3811
141,0.0001,151
142,0.0001,78
143,0.0001,668
144,0.0001,86
145,0.0001,674
146,0.0001,85
147,0.0001,1383
148,0.0001,31
149,0.0001,1018
150,0.0001,114
151,0.0001,212
152,0.0001,1093
153,0.0001,93
154,0.0001,217
155,0.0001,961
156,0.0001,2824
157,0.0001,77
158,0.0001,108
159,0.0001,1038
160,0.0001,126
161,0.0001,278
162,0.0001,83
163,0.0001,218
164,0.0001,5394
165,0.0001,1198
166,0.0001,809
167,0.0001,16
168,0.0001,155
169,0.0001,817
170,0.0001,1673
171,0.0001,971
172,0.0001,109
173,0.0001,897
174,0.0001,0
175,0.0001,1442
176,0.0001,1752
177,0.0001,232
178,0.0001,912
179,0.0001,150
180,0.0001,108
181,0.0001,115
182,0.0001,116
183,0.0001,77
184,0.0001,82
185,0.0001,830
186,0.0001,0
187,0.0001,1807
188,0.0001,1109
189,0.0001,1555
190,0.0001,900
191,0.0001,830
192,0.0001,4841
193,0.0001,109
194,0.0001,1053
195,0.0001,116
196,0.0001,110
197,0.0001,163
198,0.0001,271
199,0.0001,114
200,0.0001,832
201,0.0001,876
202,0.0001,108
203,0.0001,1184
204,0.0001,775
205,0.0001,832
206,0.0001,930
207,0.0001,178
208,0.0001,674
209,0.0001,101
210,0.0001,842
211,0.0001,715
212,0.0001,2265
213,0.0001,201
214,0.0001,831
215,0.0001,0
216,0.0001,660
217,0.0001,209
218,0.0001,1178
219,0.0001,643
220,0.0001,108
221,0.0001,31
222,0.0001,868
223,0.0001,70
224,0.0001,1788
225,0.0001,1834
226,0.0001,140
227,0.0001,226
228,0.0001,77
229,0.0001,47
230,0.0001,1551
231,0.0001,3981
232,0.0001,2569
233,0.0001,743
234,0.0001,108
235,0.0001,855
236,0.0001,855
237,0.0001,171
238,0.0001,246
239,0.0001,709
240,0.0001,54
241,0.0001,2406
242,0.0001,1713
243,0.0001,93
244,0.0001,689
245,0.0001,807
246,0.0001,3237
247,0.0001,1178
248,0.0001,1584
249,0.0001,116
250,0.0001,169
251,0.0001,124
252,0.0001,680
253,0.0001,195
254,0.0001,85
255,0.0001,1619
256,0.0001,41
257,0.0001,729
258,0.0001,681
259,0.0001,246
260,0.0001,62
261,0.0001,186
262,0.0001,46
263,0.0001,1023
264,0.0001,47
265,0.0001,3162
266,0.0001,100
267,0.0001,788
268,0.0001,78
269,0.0001,416
270,0.0001,833
271,0.0001,4281
272,0.0001,101
273,0.0001,1051
274,0.0001,914
275,0.0001,77
276,0.0001,139
277,0.0001,735
278,0.0001,620
279,0.0001,948
280,0.0001,212
281,0.0001,190
282,0.0001,178
283,0.0001,123
284,0.0001,974
285,0.0001,2291
286,0.0001,155
287,0.0001,965
288,0.0001,361
289,0.0001,63
290,0.0001,310
291,0.0001,254
292,0.0001,1567
293,0.0001,1163
294,0.0001,237
295,0.0001,146
296,0.0001,78
297,0.0001,236
298,0.0001,839
299,0.0001,773
300,0.0001,202
301,0.0001,168
302,0.0001,8796
303,0.0001,32
304,0.0001,3215
305,0.0001,186
306,0.0001,3252
307,0.0001,1618
308,0.0001,1180
309,0.0001,798
310,0.0001,1634
311,0.0001,108
312,0.0001,69
313,0.0001,1508
314,0.0001,93
315,0.0001,892
316,0.0001,78
317,0.0001,31
318,0.0001,62
319,0.0001,2932
320,0.0001,124
321,0.0001,207
322,0.0001,94
323,0.0001,928
324,0.0001,1635
325,0.0001,94
326,0.0001,0
327,0.0001,109
328,0.0001,119
329,0.0001,325
330,0.0001,149
331,0.0001,1635
332,0.0001,2186
333,0.0001,1443
334,0.0001,1303
335,0.0001,123
336,0.0001,47
337,0.0001,964
338,0.0001,1523
339,0.0001,77
340,0.0001,1220
341,0.0001,674
342,0.0001,1122
343,0.0001,835
344,0.0001,0
345,0.0001,991
346,0.0001,62
347,0.0001,679
348,0.0001,910
349,0.0001,973
350,0.0001,767
351,0.0001,178
352,0.0001,1291
353,0.0001,109
354,0.0001,108
355,0.0001,0
356,0.0001,2534
357,0.0001,924
358,0.0001,1190
359,0.0001,148
360,0.0001,62
361,0.0001,231
362,0.0001,1654
363,0.0001,140
364,0.0001,721
365,0.0001,108
366,0.0001,69
367,0.0001,191
368,0.0001,853
369,0.0001,678
370,0.0001,147
371,0.0001,3975
372,0.0001,2266
373,0.0001,145
374,0.0001,1539
375,0.0001,2438
376,0.0001,911
377,0.0001,143
378,0.0001,93
379,0.0001,93
380,0.0001,794
381,0.0001,46
382,0.0001,933
383,0.0001,884
384,0.0001,0
385,0.0001,154
386,0.0001,219
387,0.0001,2523
388,0.0001,93
389,0.0001,3199
390,0.0001,799
391,0.0001,834
392,0.0001,755
393,0.0001,2473
394,0.0001,935
395,0.0001,23
396,0.0001,4368
397,0.0001,55
398,0.0001,62
399,0.0001,1028
400,0.0001,897
401,0.0001,157
402,0.0001,3802
403,0.0001,680
404,0.0001,614
405,0.0001,880
406,0.0001,809
407,0.0001,1412
408,0.0001,69
409,0.0001,0
410,0.0001,1579
411,0.0001,94
412,0.0001,1562
413,0.0001,65
414,0.0001,1360
415,0.0001,124
416,0.0001,3782
417,0.0001,1151
418,0.0001,270
419,0.0001,920
420,0.0001,770
421,0.0001,133
422,0.0001,47
423,0.0001,23
424,0.0001,2236
425,0.0001,751
426,0.0001,152
427,0.0001,62
428,0.0001,791
429,0.0001,210
430,0.0001,78
431,0.0001,123
432,0.0001,85
433,0.0001,1519
434,0.0001,1550
435,0.0001,1639
436,0.0001,147
437,0.0001,185
438,0.0001,175
439,0.0001,1424
440,0.0001,86
441,0.0001,123
442,0.0001,978
443,0.0001,152
444,0.0001,2282
445,0.0001,62
446,0.0001,977
447,0.0001,157
448,0.0001,100
449,0.0001,0
450,0.0001,899
451,0.0001,1003
452,0.0001,1708
453,0.0001,108
454,0.0001,1596
455,0.0001,170
